districtid,timeid,neighbormean,neighborstdev
603,7,353.29,242.11
604,1,0.22,0.44
604,2,8.44,10.26
604,3,87.11,64.71
604,4,141.56,69.21
604,5,1064.00,468.78
604,6,2037.44,877.16
604,7,162.78,64.46
605,1,0.62,1.77
605,2,9.00,12.01
605,3,92.50,87.49
605,4,209.62,138.37
605,5,421.38,435.51
605,6,1206.88,1152.82
605,7,395.38,350.61
606,1,0.75,1.50
606,2,5.50,7.14
606,3,1.50,3.00
606,4,38.75,36.12
606,5,529.75,581.20
606,6,1726.00,1146.99
606,7,409.00,247.37
607,1,1.20,2.68
607,2,23.80,17.96
607,3,247.60,156.71
607,4,496.80,223.70
607,5,2334.40,1170.29
607,6,4662.20,3027.71
607,7,1039.40,792.47
608,1,0.00,0.00
608,2,0.00,0.00
608,3,9.50,9.67
608,4,80.50,54.50
608,5,235.17,182.12
608,6,397.00,479.69
608,7,29.00,38.61
609,1,0.00,0.00
609,2,0.00,0.00
609,3,2.00,5.01
609,4,68.30,50.90
609,5,108.10,110.09
609,6,146.80,238.96
609,7,19.80,34.00
610,1,0.33,0.52
610,2,0.17,0.41
610,3,13.17,23.05
610,4,36.67,39.18
610,5,283.33,467.75
610,6,819.83,1770.30
610,7,76.33,142.89
611,1,1.75,2.87
611,2,3.25,2.63
611,3,52.25,23.01
611,4,129.50,65.92
611,5,1067.25,740.89
611,6,2712.50,1016.71
611,7,521.00,210.01
612,1,0.00,0.00
612,2,0.25,0.50
612,3,25.75,24.23
612,4,71.00,29.80
612,5,56.75,50.91
612,6,220.00,48.74
612,7,86.50,66.49
614,1,2.00,3.94
614,2,164.20,160.41
614,3,147.60,133.53
614,4,661.00,471.26
614,5,8452.80,5813.58
614,6,18303.00,10340.92
614,7,3382.20,1931.09
615,1,0.43,1.13
615,2,17.00,22.52
615,3,198.14,193.35
615,4,94.43,81.69
615,5,248.71,177.77
615,6,565.14,257.86
615,7,133.29,27.36
616,1,0.14,0.38
616,2,8.57,15.81
616,3,88.29,54.01
616,4,139.43,107.10
616,5,743.29,722.63
616,6,1909.57,2356.45
616,7,414.57,580.46
617,1,0.14,0.38
617,2,3.14,2.79
617,3,62.14,51.09
617,4,93.29,116.62
617,5,492.71,427.04
617,6,849.14,528.61
617,7,163.43,95.00
618,1,1.50,2.12
618,2,39.00,16.97
618,3,374.00,86.27
618,4,579.50,44.55
618,5,2432.00,589.73
618,6,6013.00,3320.57
618,7,1527.50,979.34
619,1,0.25,0.50
619,2,33.75,21.82
619,3,40.25,18.82
619,4,478.50,242.75
619,5,2576.00,604.05
619,6,2586.25,1190.55
619,7,403.25,252.73
620,1,7.50,12.37
620,2,58.50,28.24
620,3,158.00,79.51
620,4,473.00,181.90
620,5,1501.00,1567.94
620,6,1756.00,1866.73
620,7,301.00,293.12
621,1,1.20,1.30
621,2,22.80,34.41
621,3,112.20,110.18
621,4,316.80,265.21
621,5,646.60,356.34
621,6,611.20,445.34
621,7,129.00,100.67
622,1,8.60,13.90
622,2,227.60,380.28
622,3,2209.20,3613.89
622,4,6761.80,11950.82
622,5,16315.80,22316.17
622,6,17839.40,12216.50
622,7,4427.00,2246.34
623,1,1.00,2.00
623,2,0.00,0.00
623,3,112.83,91.73
623,4,260.00,229.06
623,5,850.33,771.99
623,6,2666.83,961.81
623,7,455.17,173.14
624,1,0.25,0.50
624,2,5.00,10.00
624,3,323.75,421.73
624,4,776.50,664.59
624,5,2643.50,2264.70
624,6,4535.00,1654.72
624,7,694.25,153.66
625,1,0.75,1.50
625,2,11.00,21.34
625,3,168.00,164.53
625,4,585.75,308.54
625,5,3570.50,3817.79
625,6,6853.00,4692.11
625,7,1666.75,1576.72
626,1,0.00,0.00
626,2,1.50,1.87
626,3,144.00,89.56
626,4,162.83,88.62
626,5,786.17,676.18
626,6,1910.50,1272.78
626,7,272.67,200.54
627,1,0.11,0.33
627,2,10.22,26.37
627,3,37.33,31.66
627,4,110.89,86.99
627,5,621.78,653.21
627,6,2426.11,1887.21
627,7,750.67,807.74
629,1,1.14,3.02
629,2,29.71,73.81
629,3,97.57,60.57
629,4,193.14,251.94
629,5,1362.00,2513.61
629,6,3802.86,6840.38
629,7,804.86,1447.22
630,1,0.50,1.07
630,2,54.38,134.31
630,3,82.62,141.85
630,4,345.25,481.09
630,5,2908.88,5184.21
630,6,6683.62,9890.36
630,7,920.62,1178.05
631,1,18.25,19.41
631,2,533.75,606.38
631,3,4015.00,4282.22
631,4,10834.25,13228.81
631,5,31629.25,34580.21
631,6,34432.25,37790.06
631,7,8059.00,8226.88
632,1,0.11,0.33
632,2,4.22,9.15
632,3,19.11,12.25
632,4,144.56,76.99
632,5,268.33,352.91
632,6,923.00,918.45
632,7,344.78,225.61
634,1,0.00,0.00
634,2,0.00,0.00
634,3,12.00,7.16
634,4,88.00,85.81
634,5,149.00,195.50
634,6,685.00,889.74
634,7,378.33,440.67
635,1,0.50,1.22
635,2,93.00,202.26
635,3,193.83,380.15
635,4,260.33,525.18
635,5,770.83,1350.24
635,6,1038.83,1545.19
635,7,249.83,339.33
636,1,0.60,1.34
636,2,18.60,25.01
636,3,1.40,2.61
636,4,33.00,27.08
636,5,602.20,482.59
636,6,2168.60,746.90
636,7,497.40,130.43
637,1,0.50,1.22
637,2,93.83,201.98
637,3,200.17,381.99
637,4,250.83,526.40
637,5,718.00,1376.96
637,6,1003.67,1582.97
637,7,254.83,358.10
638,1,0.00,0.00
638,2,3.14,7.45
638,3,24.57,20.34
638,4,65.29,55.32
638,5,382.86,272.69
638,6,714.71,631.10
638,7,161.43,200.20
639,1,0.12,0.35
639,2,0.00,0.00
639,3,24.75,18.57
639,4,54.38,47.44
639,5,175.88,156.47
639,6,695.50,794.94
639,7,343.38,422.62
640,1,1.75,3.50
640,2,7.25,8.18
640,3,111.25,122.29
640,4,216.00,226.42
640,5,395.75,349.05
640,6,773.50,967.47
640,7,445.75,778.88
641,1,6.20,10.71
641,2,38.80,59.51
641,3,290.40,195.09
641,4,220.20,234.00
641,5,804.20,654.65
641,6,1359.40,601.23
641,7,197.80,118.41
642,1,0.17,0.41
642,2,1.50,2.51
642,3,10.50,13.26
642,4,53.67,51.61
642,5,850.83,844.14
642,6,1576.33,1566.46
642,7,467.83,552.68
643,1,0.50,0.58
643,2,17.50,13.63
643,3,84.00,83.11
643,4,360.75,255.34
643,5,4413.25,2763.91
643,6,3685.25,1386.47
643,7,354.75,159.84
644,1,0.00,0.00
644,2,23.00,34.52
644,3,120.40,137.31
644,4,236.20,204.86
644,5,356.00,273.75
644,6,447.00,344.03
644,7,97.00,54.77
645,1,0.25,0.50
645,2,23.25,38.06
645,3,34.25,29.79
645,4,79.75,40.37
645,5,674.25,825.23
645,6,2334.50,2231.85
645,7,940.75,1153.44
646,1,1.75,2.87
646,2,33.50,50.67
646,3,66.00,39.87
646,4,172.25,53.77
646,5,1178.75,748.38
646,6,2778.50,1318.61
646,7,535.75,202.18
647,1,0.00,0.00
647,2,0.33,1.00
647,3,16.22,21.41
647,4,70.56,31.19
647,5,222.00,105.87
647,6,815.00,330.65
647,7,190.22,133.70
648,1,10.75,30.00
648,2,69.62,165.00
648,3,118.75,320.99
648,4,1486.50,3880.13
648,5,4045.25,8942.28
648,6,3029.00,4090.47
648,7,581.00,574.96
650,1,0.88,1.81
650,2,38.38,44.93
650,3,119.88,181.83
650,4,49.25,65.66
650,5,182.38,87.79
650,6,457.38,232.92
650,7,131.50,99.54
651,1,6.20,10.52
651,2,23.20,27.98
651,3,417.00,403.46
651,4,907.60,1258.97
651,5,4282.40,4708.41
651,6,10619.60,6134.09
651,7,3006.20,1580.98
652,1,0.00,0.00
652,2,1.33,1.97
652,3,19.33,9.95
652,4,138.17,138.44
652,5,2121.33,2580.79
652,6,6777.67,7832.32
652,7,1166.17,1430.33
653,1,1.67,2.88
653,2,8.33,8.89
653,3,98.83,96.33
653,4,210.17,169.88
653,5,422.17,265.86
653,6,595.33,802.79
653,7,334.83,627.70
654,1,0.00,0.00
654,2,1.17,1.83
654,3,33.83,28.42
654,4,55.17,71.72
654,5,528.67,799.52
654,6,1555.83,2765.18
654,7,353.33,673.16
655,1,2.20,4.38
655,2,26.80,24.23
655,3,178.00,303.76
655,4,1110.20,1940.53
655,5,1712.20,1680.69
655,6,1636.60,1593.31
655,7,431.00,408.20
656,1,0.00,0.00
656,2,3.14,4.49
656,3,65.14,124.72
656,4,217.14,491.51
656,5,2242.57,5077.18
656,6,2523.29,4926.80
656,7,623.71,1343.56
657,1,0.33,0.52
657,2,9.50,11.26
657,3,58.33,60.26
657,4,315.67,358.01
657,5,595.33,584.77
657,6,730.33,576.20
657,7,283.00,202.62
658,1,0.00,0.00
658,2,11.12,13.03
658,3,42.88,25.69
658,4,75.62,40.29
658,5,545.50,361.71
658,6,1162.00,511.54
658,7,141.88,60.29
659,1,0.25,0.50
659,2,0.00,0.00
659,3,36.00,28.54
659,4,138.25,136.48
659,5,78.00,46.32
659,6,464.75,220.72
659,7,179.50,95.57
660,1,4.12,6.29
660,2,21.75,30.25
660,3,57.50,43.43
660,4,141.88,209.33
660,5,548.62,761.68
660,6,1760.62,2535.12
660,7,293.12,311.15
661,1,2.57,5.53
661,2,24.00,26.08
661,3,66.14,70.38
661,4,126.86,84.29
661,5,656.00,476.60
661,6,1994.00,1467.95
661,7,518.71,412.79
662,1,3.00,5.35
662,2,64.25,14.08
662,3,282.50,411.58
662,4,1198.75,1149.28
662,5,7765.75,2376.89
662,6,18277.00,6278.16
662,7,3987.25,1815.91
663,1,2.00,4.43
663,2,17.00,13.74
663,3,201.00,176.45
663,4,198.50,127.71
663,5,505.83,244.65
663,6,628.83,373.35
663,7,108.17,51.86
664,1,0.00,0.00
664,2,9.86,20.47
664,3,13.57,6.85
664,4,24.29,12.92
664,5,205.43,102.08
664,6,427.14,291.73
664,7,122.29,65.25
665,1,0.86,1.86
665,2,12.57,10.63
665,3,55.57,68.96
665,4,200.00,141.64
665,5,585.71,363.54
665,6,1621.00,988.32
665,7,545.00,338.27
666,1,0.00,0.00
666,2,2.00,2.45
666,3,106.50,49.38
666,4,203.67,66.55
666,5,664.50,142.95
666,6,1853.50,848.77
666,7,244.33,127.26
667,1,0.00,0.00
667,2,6.83,14.43
667,3,126.00,76.60
667,4,238.00,168.96
667,5,978.33,721.41
667,6,2506.50,944.62
667,7,281.33,174.72
668,1,0.00,0.00
668,2,0.00,0.00
668,3,0.00,0.00
668,4,8.00,0.00
668,5,14.00,0.00
668,6,9.00,0.00
668,7,0.00,0.00
669,1,5.43,9.29
669,2,22.71,22.79
669,3,62.71,91.58
669,4,202.86,269.44
669,5,1308.00,1294.12
669,6,1797.71,988.77
669,7,380.71,221.12
670,1,0.71,1.89
670,2,8.29,14.12
670,3,121.29,71.53
670,4,219.14,127.58
670,5,2005.57,2694.75
670,6,3878.71,3839.24
670,7,393.86,415.35
671,1,2.33,4.04
671,2,12.67,10.21
671,3,76.00,32.60
671,4,194.67,31.77
671,5,397.67,286.12
671,6,992.33,1061.46
671,7,631.00,851.31
672,1,0.00,0.00
672,2,2.00,3.95
672,3,19.83,16.04
672,4,70.67,44.76
672,5,342.50,425.01
672,6,1162.50,1071.81
672,7,365.00,278.44
673,1,0.40,0.55
673,2,47.20,36.74
673,3,73.00,44.46
673,4,248.20,173.70
673,5,745.40,405.49
673,6,1864.20,1149.40
673,7,393.60,249.36
674,1,0.57,0.79
674,2,21.00,15.93
674,3,69.57,89.36
674,4,454.14,467.54
674,5,1961.86,1691.24
674,6,2887.00,2256.73
674,7,539.86,392.49
675,1,1.17,0.98
675,2,27.67,36.40
675,3,346.33,292.61
675,4,555.67,613.88
675,5,2588.00,2421.62
675,6,7010.50,6738.97
675,7,1700.33,1541.08
676,1,0.29,0.76
676,2,20.57,28.62
676,3,45.14,39.43
676,4,165.29,223.28
676,5,657.14,883.90
676,6,2189.14,2820.54
676,7,344.57,333.12
677,1,0.00,0.00
677,2,6.25,11.21
677,3,101.25,39.66
677,4,160.25,86.73
677,5,754.00,703.85
677,6,2662.50,3004.97
677,7,449.25,580.98
678,1,0.17,0.41
678,2,13.33,32.66
678,3,34.17,38.63
678,4,118.67,99.26
678,5,724.17,785.55
678,6,2758.50,2193.34
678,7,998.67,958.62
679,1,1.57,2.37
679,2,13.57,14.58
679,3,80.57,51.52
679,4,223.14,144.55
679,5,2237.00,2580.02
679,6,3691.71,3860.89
679,7,380.29,419.91
680,1,12.80,17.15
680,2,274.20,514.68
680,3,1769.00,2767.67
680,4,3980.60,5948.06
680,5,17748.00,27834.99
680,6,24689.60,34459.29
680,7,6170.60,7558.45
681,1,0.00,0.00
681,2,1.12,1.64
681,3,17.00,12.94
681,4,19.50,16.62
681,5,128.88,96.56
681,6,335.88,166.26
681,7,86.00,61.83
682,1,0.00,0.00
682,2,59.83,84.56
682,3,59.00,103.46
682,4,80.67,66.03
682,5,300.83,356.42
682,6,874.67,1375.81
682,7,201.50,289.38
683,1,0.43,1.13
683,2,89.43,184.35
683,3,151.00,357.07
683,4,236.57,480.22
683,5,675.14,1256.52
683,6,869.43,1465.74
683,7,188.86,332.07
684,1,0.00,0.00
684,2,0.00,0.00
684,3,3.17,6.40
684,4,109.33,74.14
684,5,144.33,117.03
684,6,145.17,301.49
684,7,18.83,32.90
685,1,3.33,5.32
685,2,34.17,53.06
685,3,102.33,173.20
685,4,191.33,349.10
685,5,753.83,1311.03
685,6,4494.00,9231.09
685,7,1528.83,3276.15
686,1,0.33,0.58
686,2,0.00,0.00
686,3,0.00,0.00
686,4,31.00,19.70
686,5,73.00,101.87
686,6,137.33,195.81
686,7,12.67,21.08
687,1,0.00,0.00
687,2,0.00,0.00
687,3,17.60,8.17
687,4,12.00,8.86
687,5,71.80,46.73
687,6,254.00,106.95
687,7,70.00,53.95
688,1,2.60,2.79
688,2,31.40,33.50
688,3,96.00,52.00
688,4,260.00,290.37
688,5,908.00,994.24
688,6,2913.40,3024.87
688,7,518.20,456.26
689,1,1.17,2.40
689,2,4.00,5.97
689,3,43.83,13.39
689,4,121.50,54.83
689,5,737.67,697.62
689,6,1856.50,1214.26
689,7,312.33,185.26
690,1,1.00,2.24
690,2,33.60,55.90
690,3,124.40,229.40
690,4,79.60,77.89
690,5,210.40,90.05
690,6,386.20,197.24
690,7,92.00,49.56
691,1,1.00,1.73
691,2,47.80,78.08
691,3,49.00,15.70
691,4,193.00,54.16
691,5,627.40,192.81
691,6,1758.40,1035.11
691,7,578.80,331.95
692,1,0.50,0.58
692,2,10.25,15.92
692,3,51.50,18.72
692,4,118.75,75.57
692,5,1082.25,574.30
692,6,1254.50,810.74
692,7,141.50,31.43
693,1,0.00,0.00
693,2,3.67,3.21
693,3,64.00,16.52
693,4,151.67,84.10
693,5,1050.33,738.04
693,6,3276.67,953.21
693,7,375.33,161.57
694,1,0.33,0.82
694,2,37.00,78.53
694,3,66.17,103.05
694,4,126.33,110.52
694,5,475.50,485.44
694,6,968.33,1336.54
694,7,237.83,280.47
695,1,0.00,0.00
695,2,0.00,0.00
695,3,0.00,0.00
695,4,0.75,0.96
695,5,15.00,13.59
695,6,80.50,48.61
695,7,34.00,51.14
696,1,0.71,1.89
696,2,4.57,8.36
696,3,37.29,73.61
696,4,92.14,163.38
696,5,304.43,342.72
696,6,711.00,803.12
696,7,234.14,369.91
697,1,0.00,0.00
697,2,0.40,0.89
697,3,33.60,65.53
697,4,43.40,67.92
697,5,541.00,803.34
697,6,2089.60,3244.10
697,7,480.20,688.67
698,1,0.22,0.67
698,2,2.78,4.15
698,3,31.00,40.35
698,4,99.56,113.57
698,5,667.56,822.93
698,6,915.67,1012.97
698,7,224.56,277.15
699,1,0.50,1.00
699,2,29.75,35.79
699,3,173.75,111.63
699,4,395.25,104.16
699,5,790.75,169.13
699,6,961.75,369.66
699,7,170.50,93.67
700,1,0.00,0.00
700,2,4.00,4.36
700,3,58.67,18.61
700,4,59.67,36.67
700,5,368.67,166.68
700,6,1372.33,602.83
700,7,189.67,54.59
701,1,0.00,0.00
701,2,0.00,0.00
701,3,0.00,0.00
701,4,2.80,4.09
701,5,27.20,21.53
701,6,97.60,82.93
701,7,29.60,45.58
702,1,0.00,0.00
702,2,9.67,10.54
702,3,73.67,39.91
702,4,140.50,77.53
702,5,716.00,542.06
702,6,2385.67,2382.97
702,7,407.17,458.29
703,1,0.50,1.07
703,2,8.62,7.73
703,3,3.75,6.80
703,4,110.62,169.75
703,5,928.12,880.54
703,6,1915.12,1277.09
703,7,419.88,220.54
704,1,0.00,0.00
704,2,1.00,1.41
704,3,20.20,11.19
704,4,15.80,8.58
704,5,123.00,92.45
704,6,356.00,89.79
704,7,114.20,44.89
705,1,5.20,7.40
705,2,210.60,381.45
705,3,328.80,437.84
705,4,435.00,498.96
705,5,811.00,750.08
705,6,1595.00,2133.48
705,7,448.20,656.30
706,1,0.00,0.00
706,2,2.00,4.47
706,3,23.40,15.11
706,4,91.60,58.33
706,5,353.00,473.60
706,6,1127.20,1122.81
706,7,218.60,134.54
707,1,2.00,0.82
707,2,9.50,7.23
707,3,197.25,195.15
707,4,281.00,126.86
707,5,1755.50,1643.37
707,6,5709.25,7823.02
707,7,930.50,1255.35
708,1,0.00,0.00
708,2,1.14,1.46
708,3,19.57,11.31
708,4,39.57,37.26
708,5,235.00,245.80
708,6,459.00,368.01
708,7,121.71,59.19
709,1,0.00,0.00
709,2,0.50,1.00
709,3,19.00,11.58
709,4,110.50,38.91
709,5,547.00,354.81
709,6,1107.00,1102.06
709,7,486.75,551.71
710,1,1.14,1.86
710,2,35.71,67.13
710,3,51.14,70.90
710,4,164.86,149.03
710,5,587.14,401.20
710,6,1653.14,951.69
710,7,537.00,346.80
711,1,0.20,0.45
711,2,10.00,10.93
711,3,268.40,214.53
711,4,210.80,236.27
711,5,753.80,489.94
711,6,685.00,520.12
711,7,105.80,72.70
712,1,0.00,0.00
712,2,6.20,5.45
712,3,31.80,20.80
712,4,51.00,31.96
712,5,156.00,77.00
712,6,815.60,712.59
712,7,211.80,160.16
713,1,0.00,0.00
713,2,3.00,2.74
713,3,84.20,63.79
713,4,186.60,81.11
713,5,839.00,612.91
713,6,2604.00,1554.17
713,7,334.60,188.24
714,1,1.80,3.49
714,2,42.40,86.48
714,3,104.60,58.94
714,4,238.40,294.85
714,5,1883.60,2892.38
714,6,5347.20,7782.02
714,7,1052.20,1693.48
715,1,1.20,2.17
715,2,35.80,29.84
715,3,81.20,63.33
715,4,828.80,842.41
715,5,4739.40,2969.91
715,6,3337.80,1240.07
715,7,448.80,134.02
716,1,0.00,0.00
716,2,1.33,3.27
716,3,8.00,9.61
716,4,45.83,46.29
716,5,461.67,634.95
716,6,1415.17,2147.78
716,7,123.17,291.98
717,1,0.25,0.50
717,2,5.75,8.02
717,3,74.00,20.05
717,4,121.50,30.88
717,5,1148.00,420.54
717,6,2381.25,453.22
717,7,286.50,72.29
718,1,1.29,2.63
718,2,14.43,29.06
718,3,19.86,21.24
718,4,55.29,48.78
718,5,252.29,195.75
718,6,912.00,1009.63
718,7,264.57,317.02
719,1,10.29,14.76
719,2,187.14,443.47
719,3,1088.86,2466.93
719,4,2404.71,5306.22
719,5,11526.00,24467.84
719,6,19183.14,29803.24
719,7,4791.57,6667.46
720,1,0.00,0.00
720,2,9.86,16.77
720,3,50.71,52.02
720,4,84.57,49.98
720,5,560.86,581.03
720,6,882.57,711.93
720,7,108.86,54.12
721,1,1.00,1.73
721,2,10.60,8.82
721,3,40.20,20.81
721,4,228.80,182.51
721,5,574.00,319.15
721,6,1022.40,1004.46
721,7,314.20,286.86
722,1,0.00,0.00
722,2,0.43,1.13
722,3,16.29,15.36
722,4,77.71,99.70
722,5,438.00,529.38
722,6,681.86,860.59
722,7,39.00,87.89
723,1,3.50,3.32
723,2,0.00,0.00
723,3,914.25,775.89
723,4,1988.25,1497.82
723,5,8524.00,6588.46
723,6,11926.75,7747.23
723,7,1764.75,1269.42
724,1,0.00,0.00
724,2,0.00,0.00
724,3,1.00,1.41
724,4,0.75,1.50
724,5,7.00,11.40
724,6,115.75,145.27
724,7,21.75,29.70
725,1,1.50,2.12
725,2,0.50,0.71
725,3,0.00,0.00
725,4,49.00,69.30
725,5,421.00,595.38
725,6,861.00,1217.64
725,7,0.00,0.00
726,1,0.00,0.00
726,2,1.80,2.49
726,3,13.60,15.49
726,4,65.40,131.38
726,5,141.60,201.65
726,6,332.00,374.23
726,7,13.60,28.23
727,1,0.00,0.00
727,2,1.00,1.41
727,3,42.50,10.61
727,4,318.00,274.36
727,5,610.50,70.00
727,6,645.50,101.12
727,7,213.50,4.95
728,1,0.00,0.00
728,2,0.50,0.71
728,3,3.00,0.00
728,4,3.00,0.00
728,5,31.50,10.61
728,6,166.50,228.40
728,7,32.00,45.25
729,1,0.00,0.00
729,2,4.00,6.93
729,3,2.67,3.79
729,4,3.33,5.77
729,5,209.00,355.07
729,6,325.00,503.54
729,7,115.33,192.00
730,1,0.50,1.22
730,2,3.67,4.13
730,3,36.50,17.49
730,4,52.00,21.00
730,5,223.17,64.73
730,6,1031.00,641.60
730,7,246.50,153.53
731,1,0.00,0.00
731,2,0.00,0.00
731,3,118.50,197.57
731,4,382.25,411.67
731,5,3675.00,3857.82
731,6,7307.25,6422.19
731,7,1024.50,1284.27
732,1,2.33,4.32
732,2,53.33,45.84
732,3,99.50,90.23
732,4,313.33,200.33
732,5,714.83,298.75
732,6,1136.67,186.77
732,7,195.17,56.09
733,1,0.00,0.00
733,2,0.00,0.00
733,3,31.00,29.39
733,4,58.00,37.92
733,5,251.40,96.52
733,6,1311.60,830.51
733,7,379.80,294.13
734,1,1.17,1.83
734,2,6.50,15.44
734,3,31.00,65.63
734,4,172.33,368.81
734,5,3389.67,7778.80
734,6,7271.33,15560.16
734,7,1215.50,2495.06
735,1,0.17,0.41
735,2,3.83,3.87
735,3,108.67,44.13
735,4,146.17,113.10
735,5,608.67,495.35
735,6,1469.67,684.19
735,7,291.83,140.01
736,1,0.00,0.00
736,2,0.56,0.73
736,3,18.56,9.63
736,4,108.56,96.97
736,5,225.78,179.70
736,6,952.22,717.39
736,7,289.22,207.49
737,1,0.00,0.00
737,2,2.00,2.16
737,3,92.00,63.97
737,4,146.25,81.29
737,5,533.25,72.23
737,6,2461.00,846.20
737,7,404.75,167.38
738,1,0.20,0.45
738,2,5.40,12.07
738,3,16.80,7.89
738,4,90.60,104.52
738,5,94.40,47.07
738,6,289.60,131.11
738,7,144.40,84.47
739,1,0.00,0.00
739,2,12.25,13.43
739,3,8.50,7.94
739,4,83.00,77.79
739,5,337.00,275.36
739,6,331.75,280.01
739,7,59.00,48.18
740,1,4.71,8.04
740,2,443.43,1128.77
740,3,1354.00,3439.61
740,4,1330.71,3264.60
740,5,1267.43,1967.33
740,6,1549.71,1780.36
740,7,290.43,331.14
741,1,0.20,0.45
741,2,6.00,11.81
741,3,17.00,9.87
741,4,131.80,89.18
741,5,67.00,31.10
741,6,475.20,565.40
741,7,261.00,252.90
742,1,2.00,3.61
742,2,78.00,124.55
742,3,62.57,103.00
742,4,292.29,437.05
742,5,2983.29,4920.71
742,6,5463.14,7526.31
742,7,1118.71,1238.77
743,1,0.14,0.38
743,2,0.14,0.38
743,3,9.86,21.44
743,4,78.29,60.50
743,5,265.71,426.27
743,6,661.14,1658.97
743,7,56.14,136.69
745,1,0.67,1.15
745,2,17.67,19.14
745,3,133.67,174.59
745,4,215.33,276.00
745,5,475.00,420.30
745,6,1544.33,585.15
745,7,325.33,239.95
746,1,0.00,0.00
746,2,0.00,0.00
746,3,0.00,0.00
746,4,9.50,13.44
746,5,30.00,9.90
746,6,251.00,104.65
746,7,24.50,16.26
747,1,1.50,2.38
747,2,5.50,11.00
747,3,65.75,92.16
747,4,167.75,195.36
747,5,292.50,452.11
747,6,883.25,1053.12
747,7,392.50,446.55
749,1,10.20,15.21
749,2,330.80,485.94
749,3,1914.60,2685.88
749,4,5159.20,5419.36
749,5,20756.40,25968.73
749,6,30040.40,31709.74
749,7,6672.60,7190.60
750,1,0.00,0.00
750,2,26.50,19.95
750,3,148.50,194.16
750,4,341.67,227.50
750,5,1607.83,1139.54
750,6,3545.00,2513.28
750,7,760.00,721.08
751,1,2.00,2.16
751,2,51.75,31.28
751,3,86.00,74.13
751,4,764.50,1018.10
751,5,4713.75,3779.68
751,6,3169.50,1644.06
751,7,425.75,212.97
752,1,5.20,10.52
752,2,218.60,373.66
752,3,2918.60,6122.20
752,4,9507.60,19023.53
752,5,13836.60,15537.84
752,6,19721.00,12899.55
752,7,3375.60,2396.82
753,1,10.33,11.02
753,2,23.33,16.44
753,3,129.00,141.36
753,4,340.00,85.98
753,5,3381.00,1714.47
753,6,3929.33,1184.16
753,7,595.67,58.29
754,1,0.33,0.58
754,2,32.67,28.73
754,3,17.67,16.56
754,4,196.67,161.02
754,5,975.67,1159.07
754,6,2174.00,1588.68
754,7,424.33,310.09
755,1,8.00,13.00
755,2,30.33,12.01
755,3,149.67,123.90
755,4,521.33,205.28
755,5,4734.67,2493.32
755,6,3545.00,1821.86
755,7,446.33,222.87
756,1,0.00,0.00
756,2,0.25,0.50
756,3,4.75,6.60
756,4,82.50,42.45
756,5,128.00,78.74
756,6,404.75,492.38
756,7,74.00,101.45
757,1,6.75,5.06
757,2,41.50,65.80
757,3,61.75,61.45
757,4,343.00,93.36
757,5,2158.75,1429.02
757,6,6319.00,3429.91
757,7,1242.00,1156.06
758,1,0.00,0.00
758,2,1.00,2.00
758,3,14.00,15.43
758,4,51.50,71.01
758,5,686.50,939.77
758,6,883.00,928.53
758,7,179.00,139.73
759,1,0.00,0.00
759,2,0.12,0.35
759,3,4.25,7.36
759,4,31.25,35.62
759,5,210.50,397.02
759,6,751.62,1694.60
759,7,114.50,245.50
760,1,0.00,0.00
760,2,0.00,0.00
760,3,15.50,19.42
760,4,53.50,34.02
760,5,533.50,550.66
760,6,1912.00,2303.31
760,7,200.00,346.82
761,1,3.10,5.69
761,2,34.80,28.90
761,3,103.50,109.32
761,4,410.60,680.58
761,5,2177.70,2406.68
761,6,2898.80,1992.51
761,7,492.40,391.94
762,1,2.86,1.68
762,2,16.57,9.66
762,3,67.00,63.33
762,4,305.00,206.17
762,5,3626.86,2616.22
762,6,4373.14,3308.08
762,7,608.71,566.38
764,1,4.80,8.53
764,2,64.80,47.23
764,3,22.60,25.24
764,4,189.20,160.34
764,5,1647.40,1671.51
764,6,3779.80,4016.10
764,7,880.00,1159.07
765,1,0.67,1.21
765,2,17.83,19.16
765,3,163.83,164.83
765,4,696.00,610.56
765,5,3156.00,2424.58
765,6,3469.67,2847.34
765,7,593.17,267.41
766,1,7.83,10.68
766,2,178.83,351.66
766,3,237.50,420.88
766,4,300.33,505.65
766,5,714.17,844.87
766,6,1684.17,1971.13
766,7,402.50,606.78
767,1,0.00,0.00
767,2,0.00,0.00
767,3,0.40,0.89
767,4,20.20,26.24
767,5,31.40,44.67
767,6,54.00,56.12
767,7,4.20,7.76
768,1,0.38,0.74
768,2,9.38,20.40
768,3,42.38,60.28
768,4,224.12,460.36
768,5,2399.75,4394.47
768,6,4856.12,8792.71
768,7,871.88,1088.71
769,1,0.25,0.50
769,2,3.00,6.00
769,3,44.00,50.04
769,4,200.50,278.69
769,5,1857.50,2168.40
769,6,4163.00,3290.68
769,7,1080.00,824.94
770,1,0.71,1.25
770,2,3.86,6.89
770,3,33.14,35.21
770,4,223.57,257.13
770,5,1176.57,1273.13
770,6,2607.43,3022.05
770,7,457.71,691.83
771,1,0.75,1.16
771,2,7.00,8.19
771,3,183.88,147.15
771,4,168.50,210.54
771,5,383.00,488.75
771,6,504.50,378.17
771,7,96.25,61.31
772,1,0.00,0.00
772,2,0.00,0.00
772,3,9.00,7.87
772,4,73.00,37.43
772,5,526.00,470.72
