districtid,timeid,neighbormean,neighborstdev
506,12,0.83,0.75
506,13,0.83,0.98
506,14,3.50,3.56
506,15,1.83,1.17
506,16,4.00,2.19
506,17,6.17,8.52
506,18,7.67,8.24
506,19,18.50,3.73
506,20,30.00,8.10
506,21,37.83,28.35
506,22,36.33,15.44
506,23,48.17,41.76
506,24,68.17,45.16
507,1,0.00,0.00
507,2,0.20,0.45
507,3,0.40,0.55
507,4,0.40,0.55
507,5,0.40,0.55
507,6,0.40,0.55
507,7,0.40,0.89
507,8,0.00,0.00
507,9,0.20,0.45
507,10,0.20,0.45
507,11,1.80,1.79
507,12,2.60,4.22
507,13,2.80,4.60
507,14,10.60,22.04
507,15,16.20,32.34
507,16,20.60,39.94
507,17,28.80,53.84
507,18,28.40,25.44
507,19,46.80,71.65
507,20,57.00,95.74
507,21,47.00,74.99
507,22,40.40,51.32
507,23,63.80,78.37
507,24,67.00,69.30
508,1,0.00,0.00
508,2,0.00,0.00
508,3,0.00,0.00
508,4,0.00,0.00
508,5,0.00,0.00
508,6,0.00,0.00
508,7,1.00,0.82
508,8,0.75,0.50
508,9,1.25,0.50
508,10,3.25,3.86
508,11,1.75,0.96
508,12,4.00,4.24
508,13,2.50,1.00
508,14,5.00,4.24
508,15,3.25,2.06
508,16,11.25,8.77
508,17,20.25,24.78
508,18,24.25,21.28
508,19,35.75,38.97
508,20,60.50,44.65
508,21,138.25,68.20
508,22,152.75,110.32
508,23,124.00,160.38
508,24,139.50,150.56
509,1,0.00,0.00
509,2,0.00,0.00
509,3,0.00,0.00
509,4,0.00,0.00
509,5,0.00,0.00
509,6,0.17,0.41
509,7,0.00,0.00
509,8,0.17,0.41
509,9,0.00,0.00
509,10,1.83,1.72
509,11,1.83,1.17
509,12,4.33,2.42
509,13,3.50,3.89
509,14,3.83,3.06
509,15,2.17,1.17
509,16,3.33,3.08
509,17,12.17,14.50
509,18,13.83,13.12
509,19,6.50,4.93
509,20,6.83,6.65
509,21,11.67,13.06
509,22,50.83,82.25
509,23,41.17,53.26
509,24,71.50,94.01
510,1,0.00,0.00
510,2,1.00,0.00
510,3,1.00,0.00
510,4,1.00,0.00
510,5,1.00,0.00
510,6,1.00,0.00
510,7,0.50,0.71
510,8,0.00,0.00
510,9,2.50,0.71
510,10,10.00,8.49
510,11,1.00,0.00
510,12,8.00,5.66
510,13,1.00,0.00
510,14,8.00,5.66
510,15,4.50,4.95
510,16,21.50,19.09
510,17,18.00,1.41
510,18,32.50,9.19
510,19,56.50,75.66
510,20,50.00,63.64
510,21,115.00,82.02
510,22,101.50,70.00
510,23,147.00,120.21
510,24,123.50,40.31
511,1,0.25,0.46
511,2,0.38,0.52
511,3,0.50,0.53
511,4,0.50,0.53
511,5,0.38,0.52
511,6,0.50,0.53
511,7,3.12,5.59
511,8,4.62,10.70
511,9,2.75,2.71
511,10,4.12,5.33
511,11,7.62,8.98
511,12,12.12,8.98
511,13,6.25,5.55
511,14,5.50,6.48
511,15,12.88,16.94
511,16,24.62,17.71
511,17,8.75,6.65
511,18,29.00,28.73
511,19,64.25,108.44
511,20,33.25,39.16
511,21,37.38,31.88
511,22,27.88,24.59
511,23,40.25,30.37
511,24,54.75,51.21
512,1,0.00,0.00
512,2,0.17,0.41
512,3,0.50,0.55
512,4,0.50,0.55
512,5,0.83,0.41
512,6,1.00,0.00
512,7,1.33,1.03
512,8,1.83,1.33
512,9,2.83,2.48
512,10,2.33,1.51
512,11,6.83,6.18
512,12,2.17,1.60
512,13,3.00,1.67
512,14,3.67,4.13
512,15,2.83,1.83
512,16,6.33,4.63
512,17,4.83,2.32
512,18,6.83,5.15
512,19,11.83,8.59
512,20,11.83,11.23
512,21,14.00,12.00
512,22,14.33,15.31
512,23,16.50,12.21
512,24,18.50,9.09
513,1,0.00,0.00
513,2,0.00,0.00
513,3,0.25,0.50
513,4,0.25,0.50
513,5,0.00,0.00
513,6,0.25,0.50
513,7,2.00,2.45
513,8,1.50,2.38
513,9,1.50,1.73
513,10,1.50,0.58
513,11,3.75,3.50
513,12,2.25,1.89
513,13,6.50,8.02
513,14,2.25,2.50
513,15,4.50,7.00
513,16,6.50,8.39
513,17,18.50,29.03
513,18,29.25,25.98
513,19,25.75,15.86
513,20,17.00,19.88
513,21,19.75,23.56
513,22,19.50,11.82
513,23,37.25,50.78
513,24,44.50,49.76
514,1,0.00,0.00
514,2,0.00,0.00
514,3,0.20,0.45
514,4,0.20,0.45
514,5,0.60,0.55
514,6,0.60,0.55
514,7,3.00,5.66
514,8,2.00,2.83
514,9,1.80,1.92
514,10,3.80,3.03
514,11,5.80,4.76
514,12,6.40,3.85
514,13,8.00,6.40
514,14,5.40,2.88
514,15,3.80,2.17
514,16,5.00,5.05
514,17,9.60,11.99
514,18,9.40,8.79
514,19,21.20,12.89
514,20,15.80,9.71
514,21,24.60,7.44
514,22,18.00,9.75
514,23,39.40,9.37
514,24,32.80,11.97
515,1,0.00,0.00
515,2,0.00,0.00
515,3,0.60,0.55
515,4,0.00,0.00
515,5,0.00,0.00
515,6,0.00,0.00
515,7,0.00,0.00
515,8,0.60,1.34
515,9,0.00,0.00
515,10,1.00,0.00
515,11,5.40,5.32
515,12,3.00,2.55
515,13,1.60,1.95
515,14,3.80,3.56
515,15,5.00,7.55
515,16,1.80,2.68
515,17,0.00,0.00
515,18,161.00,137.27
515,19,246.40,194.25
515,20,170.00,95.93
515,21,177.00,147.25
515,22,531.00,309.32
515,23,57.40,78.73
515,24,62.60,86.94
516,1,0.00,0.00
516,2,0.60,0.55
516,3,0.80,0.45
516,4,0.60,0.55
516,5,0.40,0.55
516,6,0.40,0.55
516,7,0.40,0.55
516,8,0.80,1.30
516,9,2.00,1.58
516,10,2.00,1.87
516,11,0.80,0.45
516,12,6.80,6.53
516,13,2.80,3.27
516,14,10.00,7.91
516,15,9.80,9.15
516,16,12.60,11.52
516,17,21.00,18.37
516,18,32.20,11.52
516,19,42.00,40.18
516,20,60.00,24.61
516,21,60.60,66.28
516,22,76.20,48.23
516,23,127.60,99.07
516,24,109.20,90.08
517,1,0.00,0.00
517,2,0.00,0.00
517,3,0.00,0.00
517,4,0.00,0.00
517,5,0.00,0.00
517,6,0.00,0.00
517,7,0.20,0.45
517,8,0.20,0.45
517,9,1.20,1.64
517,10,2.60,2.88
517,11,9.20,16.19
517,12,2.60,3.13
517,13,1.80,2.39
517,14,1.60,1.14
517,15,5.60,7.09
517,16,6.00,4.64
517,17,12.20,7.05
517,18,40.80,32.10
517,19,50.80,70.75
517,20,43.80,31.31
517,21,66.80,74.59
517,22,56.40,57.94
517,23,75.60,51.83
517,24,51.80,30.90
518,1,0.20,0.45
518,2,0.20,0.45
518,3,0.40,0.55
518,4,0.40,0.55
518,5,0.20,0.45
518,6,0.40,0.55
518,7,0.60,0.55
518,8,1.20,2.17
518,9,1.00,1.73
518,10,1.40,2.19
518,11,8.40,14.50
518,12,5.40,7.96
518,13,4.40,5.18
518,14,12.00,17.29
518,15,29.60,46.54
518,16,23.60,43.96
518,17,43.00,59.18
518,18,225.80,432.06
518,19,467.40,620.30
518,20,417.60,554.90
518,21,477.60,627.41
518,22,436.80,531.84
518,23,390.80,565.62
518,24,442.20,549.00
519,1,0.00,0.00
519,2,0.17,0.41
519,3,0.00,0.00
519,4,0.33,0.52
519,5,0.00,0.00
519,6,0.00,0.00
519,7,0.17,0.41
519,8,0.17,0.41
519,9,0.33,0.82
519,10,0.83,1.17
519,11,3.50,8.09
519,12,1.83,1.72
519,13,5.50,6.06
519,14,5.67,6.19
519,15,1.83,2.64
519,16,1.17,1.60
519,17,1.17,1.47
519,18,98.33,182.61
519,19,66.50,87.64
519,20,36.33,45.28
519,21,59.17,81.69
519,22,145.00,195.65
519,23,3.67,5.39
519,24,31.17,52.09
520,1,0.00,0.00
520,2,0.00,0.00
520,3,0.00,0.00
520,4,0.83,0.41
520,5,0.50,0.55
520,6,0.17,0.41
520,7,0.00,0.00
520,8,0.17,0.41
520,9,0.00,0.00
520,10,0.67,1.63
520,11,0.50,0.84
520,12,2.50,2.43
520,13,0.67,0.82
520,14,1.17,0.75
520,15,1.50,1.05
520,16,2.17,1.94
520,17,7.00,7.16
520,18,4.00,5.02
520,19,6.17,5.98
520,20,20.50,13.84
520,21,40.67,24.08
520,22,27.67,19.85
520,23,37.17,37.66
520,24,44.50,39.07
521,1,0.17,0.41
521,2,0.00,0.00
521,3,0.33,0.52
521,4,0.17,0.41
521,5,0.17,0.41
521,6,0.00,0.00
521,7,0.00,0.00
521,8,0.50,0.55
521,9,0.67,0.82
521,10,3.00,2.10
521,11,3.17,2.23
521,12,1.67,1.21
521,13,2.50,1.87
521,14,3.17,4.02
521,15,4.50,3.62
521,16,2.17,2.14
521,17,2.17,0.98
521,18,3.67,6.06
521,19,1.33,0.52
521,20,4.83,3.31
521,21,7.00,5.59
521,22,12.83,7.05
521,23,17.17,19.25
521,24,11.67,9.09
522,1,0.20,0.45
522,2,0.20,0.45
522,3,0.00,0.00
522,4,0.20,0.45
522,5,0.20,0.45
522,6,0.20,0.45
522,7,1.00,2.24
522,8,1.80,2.68
522,9,1.80,2.95
522,10,3.40,1.82
522,11,3.40,3.05
522,12,1.60,2.07
522,13,3.00,3.94
522,14,2.40,2.07
522,15,2.40,2.30
522,16,2.80,2.68
522,17,5.00,9.51
522,18,8.80,15.29
522,19,13.60,25.94
522,20,29.60,53.67
522,21,18.80,24.23
522,22,28.00,47.68
522,23,26.20,47.54
522,24,34.20,51.68
523,1,0.00,0.00
523,2,0.17,0.41
523,3,0.00,0.00
523,4,0.50,0.55
523,5,0.50,0.55
523,6,0.50,0.55
523,7,1.00,0.89
523,8,3.83,3.31
523,9,1.33,1.37
523,10,3.17,2.64
523,11,8.83,16.29
523,12,5.33,6.59
523,13,3.00,4.52
523,14,3.50,4.32
523,15,2.50,1.64
523,16,7.00,12.43
523,17,4.00,3.69
523,18,9.00,9.14
523,19,17.17,30.88
523,20,21.00,23.56
523,21,23.67,31.17
523,22,29.17,20.15
523,23,27.67,32.15
523,24,30.33,41.97
525,1,0.00,0.00
525,2,0.00,0.00
525,3,0.20,0.45
525,4,0.60,0.55
525,5,0.40,0.55
525,6,0.00,0.00
525,7,1.00,1.00
525,8,1.00,0.00
525,9,0.20,0.45
525,10,0.60,0.55
525,11,2.40,1.67
525,12,1.80,1.79
525,13,2.80,1.92
525,14,4.20,5.54
525,15,5.80,6.38
525,16,6.60,5.41
525,17,4.00,2.55
525,18,10.80,10.28
525,19,16.60,14.28
525,20,32.40,26.91
525,21,27.40,26.58
525,22,38.00,23.22
525,23,24.20,18.97
525,24,40.20,11.61
526,1,0.00,0.00
526,2,0.17,0.41
526,3,0.83,0.41
526,4,0.67,0.52
526,5,0.67,0.52
526,6,0.50,0.55
526,7,8.00,15.34
526,8,7.50,14.46
526,9,2.83,1.94
526,10,2.50,2.74
526,11,8.67,8.73
526,12,15.67,23.47
526,13,13.17,13.32
526,14,12.50,13.22
526,15,14.17,14.03
526,16,9.00,9.06
526,17,11.83,7.03
526,18,20.00,11.45
526,19,26.33,19.95
526,20,28.00,23.73
526,21,32.33,35.36
526,22,33.00,33.51
526,23,41.33,41.85
526,24,35.83,39.68
527,1,0.00,0.00
527,2,0.00,0.00
527,3,0.40,0.55
527,4,0.40,0.55
527,5,0.20,0.45
527,6,0.20,0.45
527,7,0.40,0.55
527,8,0.80,0.45
527,9,6.40,4.72
527,10,7.20,6.06
527,11,6.40,7.96
527,12,3.80,2.59
527,13,5.80,5.72
527,14,5.80,3.70
527,15,5.00,2.12
527,16,9.00,4.85
527,17,19.80,24.84
527,18,34.60,17.18
527,19,80.80,59.71
527,20,70.00,30.56
527,21,129.00,54.85
527,22,127.60,104.08
527,23,138.20,130.81
527,24,119.20,136.38
528,1,0.00,0.00
528,2,0.00,0.00
528,3,0.00,0.00
528,4,0.00,0.00
528,5,0.17,0.41
528,6,0.17,0.41
528,7,0.33,0.52
528,8,0.33,0.52
528,9,3.00,4.56
528,10,1.67,1.21
528,11,4.17,5.98
528,12,4.17,4.07
528,13,3.17,1.60
528,14,12.67,10.95
528,15,5.33,4.63
528,16,6.17,5.91
528,17,6.67,5.47
528,18,11.33,15.60
528,19,14.00,11.90
528,20,21.67,12.09
528,21,25.17,25.67
528,22,61.33,57.70
528,23,45.50,39.07
528,24,76.50,79.55
529,1,0.00,0.00
529,2,0.25,0.50
529,3,0.50,0.58
529,4,0.75,0.50
529,5,0.00,0.00
529,6,0.25,0.50
529,7,0.00,0.00
529,8,0.00,0.00
529,9,0.50,1.00
529,10,0.75,1.50
529,11,1.00,1.41
529,12,5.50,8.35
529,13,10.00,11.17
529,14,2.25,2.50
529,15,13.75,15.95
529,16,18.00,23.37
529,17,36.50,43.40
529,18,43.00,38.00
529,19,48.25,36.56
529,20,83.00,85.70
529,21,92.25,32.72
529,22,86.75,62.30
529,23,93.50,39.16
529,24,82.75,37.41
530,1,0.17,0.41
530,2,0.33,0.52
530,3,0.83,0.41
530,4,0.33,0.52
530,5,0.33,0.52
530,6,0.33,0.52
530,7,2.83,6.01
530,8,5.00,12.25
530,9,7.83,17.74
530,10,7.17,17.07
530,11,8.50,16.03
530,12,28.67,60.51
530,13,36.17,70.56
530,14,85.50,183.53
530,15,164.33,355.58
530,16,279.83,634.02
530,17,151.33,290.00
530,18,144.67,257.74
530,19,151.67,247.55
530,20,158.17,222.16
530,21,139.67,169.84
530,22,119.50,140.28
530,23,146.33,159.75
530,24,141.33,152.69
531,1,0.00,0.00
531,2,0.33,0.52
531,3,0.50,0.55
531,4,1.00,0.00
531,5,1.00,0.00
531,6,0.83,0.75
531,7,2.83,1.47
531,8,3.67,3.27
531,9,2.00,3.95
531,10,4.17,4.17
531,11,6.67,6.15
531,12,10.17,5.19
531,13,13.00,8.60
531,14,21.33,24.19
531,15,20.00,25.05
531,16,24.67,30.55
531,17,43.50,57.74
531,18,42.83,50.00
531,19,25.17,37.43
531,20,47.17,61.05
531,21,47.00,36.22
531,22,48.33,47.60
531,23,40.17,26.24
531,24,57.50,49.66
532,1,0.33,0.52
532,2,0.33,0.52
532,3,0.50,0.55
532,4,0.67,0.52
532,5,0.83,0.41
532,6,1.00,0.00
532,7,45.33,100.50
532,8,52.17,111.90
532,9,120.50,288.31
532,10,52.00,110.31
532,11,50.83,114.30
532,12,54.50,115.05
532,13,60.00,139.16
532,14,54.33,123.31
532,15,38.33,84.63
532,16,35.83,66.80
532,17,40.33,67.91
532,18,48.33,74.03
532,19,50.50,64.00
532,20,41.17,51.88
532,21,40.17,58.44
532,22,39.83,60.37
532,23,13.33,5.32
532,24,43.00,59.94
533,1,0.14,0.38
533,2,0.14,0.38
533,3,0.14,0.38
533,4,0.43,0.53
533,5,0.14,0.38
533,6,0.29,0.49
533,7,2.14,2.97
533,8,1.14,1.68
533,9,1.86,1.95
533,10,4.43,3.64
533,11,2.14,1.35
533,12,8.57,10.41
533,13,4.71,5.47
533,14,4.00,4.28
533,15,4.14,3.67
533,16,7.43,8.77
533,17,15.57,21.76
533,18,39.00,39.39
533,19,53.29,54.96
533,20,82.14,103.54
533,21,86.86,105.89
533,22,62.29,77.81
533,23,81.14,111.25
533,24,88.29,113.57
534,1,0.00,0.00
534,2,0.33,0.52
534,3,0.50,0.55
534,4,0.67,0.52
534,5,0.67,0.52
534,6,0.33,0.52
534,7,2.33,3.50
534,8,8.00,11.30
534,9,1.50,1.38
534,10,1.33,1.03
534,11,3.17,3.06
534,12,2.33,2.80
534,13,7.83,9.99
534,14,11.00,17.75
534,15,6.83,6.71
534,16,20.50,25.62
534,17,20.00,29.83
534,18,28.33,33.73
534,19,38.83,52.46
534,20,80.00,69.51
534,21,67.67,64.91
534,22,53.17,38.35
534,23,72.50,137.96
534,24,90.83,96.42
535,1,0.00,0.00
535,2,0.00,0.00
535,3,0.20,0.45
535,4,0.00,0.00
535,5,0.00,0.00
535,6,0.00,0.00
535,7,0.00,0.00
535,8,0.60,1.34
535,9,0.00,0.00
535,10,0.40,0.55
535,11,2.20,3.83
535,12,2.00,1.87
535,13,1.40,2.07
535,14,2.00,2.35
535,15,4.20,7.76
535,16,4.60,7.40
535,17,1.40,2.07
535,18,18.20,36.26
535,19,143.00,245.70
535,20,49.00,64.21
535,21,29.00,43.82
535,22,233.00,413.66
535,23,29.40,60.21
535,24,28.20,60.27
536,1,0.00,0.00
536,2,0.00,0.00
536,3,0.00,0.00
536,4,0.00,0.00
536,5,0.00,0.00
536,6,0.00,0.00
536,7,0.00,0.00
536,8,0.00,0.00
536,9,0.00,0.00
536,10,0.17,0.41
536,11,1.83,3.54
536,12,4.50,9.09
536,13,0.33,0.52
536,14,0.83,0.75
536,15,2.17,4.83
536,16,3.50,6.72
536,17,1.50,2.07
536,18,2.50,2.74
536,19,36.83,53.27
536,20,24.00,52.95
536,21,5.67,12.91
536,22,39.67,77.70
536,23,1.00,0.89
536,24,1.00,0.89
537,1,0.00,0.00
537,2,0.00,0.00
537,3,0.17,0.41
537,4,0.83,0.41
537,5,0.67,0.52
537,6,1.00,0.63
537,7,1.83,1.17
537,8,3.33,3.39
537,9,5.50,7.79
537,10,9.67,9.16
537,11,2.33,2.34
537,12,6.17,3.06
537,13,5.00,3.03
537,14,5.83,4.62
537,15,5.67,5.39
537,16,9.67,5.16
537,17,9.67,8.33
537,18,28.83,20.19
537,19,17.00,14.82
537,20,20.83,11.97
537,21,55.83,44.12
537,22,57.00,53.10
537,23,49.50,20.44
537,24,71.00,51.90
538,1,0.50,0.58
538,2,0.25,0.50
538,3,0.25,0.50
538,4,0.50,0.58
538,5,0.25,0.50
538,6,0.75,0.50
538,7,1.00,1.41
538,8,2.25,3.30
538,9,2.25,2.50
538,10,3.00,0.82
538,11,1.75,0.96
538,12,4.50,3.11
538,13,2.50,1.73
538,14,4.00,2.45
538,15,9.25,2.63
538,16,17.00,20.02
538,17,18.00,15.34
538,18,23.00,22.79
538,19,34.00,21.07
538,20,44.50,29.74
538,21,47.50,33.99
538,22,49.00,34.90
538,23,19.00,12.94
538,24,64.50,51.45
539,1,0.00,0.00
539,2,0.29,0.49
539,3,0.43,0.53
539,4,0.57,0.53
539,5,0.29,0.49
539,6,0.29,0.49
539,7,5.71,14.68
539,8,7.00,13.35
539,9,3.71,4.27
539,10,2.14,1.77
539,11,1.71,1.11
539,12,7.14,5.15
539,13,5.43,5.91
539,14,9.86,13.66
539,15,5.14,4.60
539,16,9.29,9.89
539,17,18.14,20.78
539,18,15.57,16.63
539,19,11.14,9.92
539,20,26.57,22.37
539,21,14.86,14.31
539,22,25.14,31.75
539,23,41.14,53.37
539,24,43.14,59.46
540,1,0.00,0.00
540,2,0.00,0.00
540,3,0.17,0.41
540,4,0.00,0.00
540,5,0.17,0.41
540,6,0.00,0.00
540,7,0.00,0.00
540,8,0.00,0.00
540,9,0.50,0.84
540,10,6.33,11.31
540,11,3.83,7.96
540,12,5.50,8.24
540,13,22.00,46.18
540,14,7.17,8.11
540,15,42.50,79.67
540,16,133.17,315.49
540,17,68.67,167.22
540,18,198.83,225.98
540,19,220.33,280.87
540,20,137.17,132.04
540,21,175.67,147.92
540,22,329.83,356.39
540,23,59.00,143.54
540,24,76.83,187.22
541,1,0.29,0.49
541,2,0.43,0.53
541,3,0.43,0.53
541,4,0.57,0.53
541,5,0.29,0.49
541,6,96.57,224.57
541,7,88.14,204.01
541,8,132.29,270.93
541,9,174.14,337.00
541,10,282.71,586.43
541,11,285.00,569.61
541,12,266.14,495.28
541,13,321.00,566.85
541,14,339.00,577.60
541,15,564.14,962.69
541,16,483.29,871.14
541,17,526.14,933.58
541,18,452.71,790.73
541,19,403.00,682.33
541,20,345.43,541.49
541,21,447.29,716.55
541,22,258.00,636.05
541,23,381.43,597.96
541,24,378.71,579.42
542,1,1.00,0.00
542,2,1.00,0.00
542,3,1.00,0.00
542,4,1.00,0.00
542,5,1.00,0.00
542,6,602.00,0.00
542,7,547.00,0.00
542,8,722.00,0.00
542,9,884.00,0.00
542,10,1566.00,0.00
542,11,1510.00,0.00
542,12,1274.00,0.00
542,13,1380.00,0.00
542,14,1190.00,0.00
542,15,2077.00,0.00
542,16,1163.00,0.00
542,17,1284.00,0.00
542,18,1186.00,0.00
542,19,1080.00,0.00
542,20,1047.00,0.00
542,21,1304.00,0.00
542,22,0.00,0.00
542,23,1134.00,0.00
542,24,1281.00,0.00
543,1,0.00,0.00
543,2,0.00,0.00
543,3,0.00,0.00
543,4,0.00,0.00
543,5,0.00,0.00
543,6,0.00,0.00
543,7,0.33,0.82
543,8,1.17,2.40
543,9,0.17,0.41
543,10,3.50,2.88
543,11,4.17,3.76
543,12,2.67,1.86
543,13,3.33,2.94
543,14,2.83,2.79
543,15,0.67,0.52
543,16,5.00,7.67
543,17,5.67,9.22
543,18,12.50,25.26
543,19,3.83,2.23
543,20,3.00,3.16
543,21,13.67,18.97
543,22,10.67,7.66
543,23,14.33,16.60
543,24,20.83,23.24
544,1,0.00,0.00
544,2,0.17,0.41
544,3,0.33,0.52
544,4,0.17,0.41
544,5,0.17,0.41
544,6,0.33,0.52
544,7,0.50,0.55
544,8,0.67,0.52
544,9,0.83,0.41
544,10,1.00,0.00
544,11,1.00,0.00
544,12,1.00,0.00
544,13,1.00,0.00
544,14,1.00,0.00
544,15,1.00,0.00
544,16,7.83,7.19
544,17,26.50,26.59
544,18,35.67,25.28
544,19,61.33,56.52
544,20,76.33,46.77
544,21,78.83,68.56
544,22,53.67,44.47
544,23,43.50,23.74
544,24,39.33,22.07
545,1,0.00,0.00
545,2,0.17,0.41
545,3,0.17,0.41
545,4,0.00,0.00
545,5,0.17,0.41
545,6,0.17,0.41
545,7,0.17,0.41
545,8,1.67,1.51
545,9,7.00,11.93
545,10,4.50,5.13
545,11,7.83,7.96
545,12,7.33,7.00
545,13,2.67,3.78
545,14,6.67,7.71
545,15,6.83,7.11
545,16,10.17,15.12
545,17,18.17,19.26
545,18,30.17,31.29
545,19,25.33,6.62
545,20,55.17,43.67
545,21,64.83,37.10
545,22,54.50,53.34
545,23,75.67,44.85
545,24,66.83,32.46
546,1,0.00,0.00
546,2,0.50,0.55
546,3,0.83,0.41
546,4,1.00,0.00
546,5,1.00,0.00
546,6,0.83,0.75
546,7,3.50,4.37
546,8,6.33,9.27
546,9,6.50,10.75
546,10,5.33,5.47
546,11,6.83,4.02
546,12,9.17,6.91
546,13,8.83,9.02
546,14,8.83,6.05
546,15,11.67,12.29
546,16,14.50,16.39
546,17,12.17,10.48
546,18,22.67,14.62
546,19,22.83,18.89
546,20,22.67,26.11
546,21,47.50,37.66
546,22,61.67,44.72
546,23,64.33,56.35
546,24,83.83,60.23
547,1,0.00,0.00
547,2,0.00,0.00
547,3,0.25,0.46
547,4,0.00,0.00
547,5,0.12,0.35
547,6,0.38,0.52
547,7,0.75,0.46
547,8,0.75,0.46
547,9,1.00,0.00
547,10,1.38,1.51
547,11,1.00,0.00
547,12,1.00,0.00
547,13,1.00,0.00
547,14,0.88,0.35
547,15,1.00,0.00
547,16,8.38,7.96
547,17,13.25,10.99
547,18,32.75,22.75
547,19,53.38,41.20
547,20,78.38,41.96
547,21,101.12,51.42
547,22,78.12,49.56
547,23,59.00,38.15
547,24,55.38,29.68
548,1,0.00,0.00
548,2,0.00,0.00
548,3,0.20,0.45
548,4,0.00,0.00
548,5,0.00,0.00
548,6,0.00,0.00
548,7,0.20,0.45
548,8,0.60,1.34
548,9,0.20,0.45
548,10,0.40,0.55
548,11,0.40,0.55
548,12,0.60,1.34
548,13,0.40,0.55
548,14,1.20,2.17
548,15,1.40,2.07
548,16,0.80,0.84
548,17,2.60,4.72
548,18,5.60,11.41
548,19,9.60,9.91
548,20,24.80,22.99
548,21,18.80,25.79
548,22,32.00,29.93
548,23,23.20,27.38
548,24,22.40,22.77
549,1,0.00,0.00
549,2,0.00,0.00
549,3,0.17,0.41
549,4,0.17,0.41
549,5,0.00,0.00
549,6,0.00,0.00
549,7,0.17,0.41
549,8,0.00,0.00
549,9,0.00,0.00
549,10,2.33,4.41
549,11,1.50,1.76
549,12,2.50,2.07
549,13,1.17,0.98
549,14,1.67,2.25
549,15,2.00,2.28
549,16,3.00,2.68
549,17,4.17,4.58
549,18,4.50,3.39
549,19,8.67,11.11
549,20,13.50,19.64
549,21,20.33,16.60
549,22,36.17,49.61
549,23,28.17,33.85
549,24,23.00,24.13
550,1,0.00,0.00
550,2,0.00,0.00
550,3,0.50,0.58
550,4,0.00,0.00
550,5,0.00,0.00
550,6,0.00,0.00
550,7,0.00,0.00
550,8,7.25,8.18
550,9,7.75,5.91
550,10,10.00,7.53
550,11,11.75,12.61
550,12,37.75,39.53
550,13,19.75,32.93
550,14,18.50,25.80
550,15,37.50,54.51
550,16,50.75,76.08
550,17,100.75,152.49
550,18,180.00,252.12
550,19,182.25,235.10
550,20,213.00,264.82
550,21,238.25,282.97
550,22,225.75,284.71
550,23,239.25,209.20
550,24,183.00,188.84
551,1,0.00,0.00
551,2,0.00,0.00
551,3,0.29,0.49
551,4,0.00,0.00
551,5,0.14,0.38
551,6,0.00,0.00
551,7,0.00,0.00
551,8,0.00,0.00
551,9,0.14,0.38
551,10,2.00,2.24
551,11,4.71,5.09
551,12,8.00,14.18
551,13,6.29,7.30
551,14,2.71,5.02
551,15,3.43,7.37
551,16,2.86,6.72
551,17,0.00,0.00
551,18,147.71,155.29
551,19,65.43,41.17
551,20,152.71,163.64
551,21,152.57,152.45
551,22,343.57,314.98
551,23,0.00,0.00
551,24,0.00,0.00
552,1,0.00,0.00
552,2,0.25,0.50
552,3,0.50,0.58
552,4,0.75,0.50
552,5,0.75,0.50
552,6,0.75,0.50
552,7,0.50,0.58
552,8,0.75,0.50
552,9,0.75,0.50
552,10,0.75,0.50
552,11,0.75,0.50
552,12,0.50,1.00
552,13,9.50,6.03
552,14,7.00,7.39
552,15,21.50,16.42
552,16,22.75,35.07
552,17,16.75,7.41
552,18,63.00,78.13
552,19,88.25,65.43
552,20,99.50,89.09
552,21,120.50,103.16
552,22,139.00,136.95
552,23,138.25,117.10
552,24,177.25,167.08
553,1,0.14,0.38
553,2,0.57,0.53
553,3,0.71,0.49
553,4,0.71,0.49
553,5,0.71,0.49
553,6,0.71,0.49
553,7,0.71,0.76
553,8,1.14,2.27
553,9,3.00,4.16
553,10,4.86,8.63
553,11,4.86,4.56
553,12,7.00,7.30
553,13,12.29,18.56
553,14,15.29,16.65
553,15,40.14,31.42
553,16,49.57,45.07
553,17,73.00,81.29
553,18,169.14,194.23
553,19,266.00,310.33
553,20,421.86,499.32
553,21,396.00,482.20
553,22,293.71,306.99
553,23,383.00,354.26
553,24,395.14,355.50
554,1,0.14,0.38
554,2,0.86,0.38
554,3,0.71,0.49
554,4,0.71,0.49
554,5,0.86,0.38
554,6,0.71,0.49
554,7,7.00,11.66
554,8,6.00,11.12
554,9,2.57,2.94
554,10,4.86,5.46
554,11,19.00,15.15
554,12,17.29,18.84
554,13,19.86,25.90
554,14,14.71,18.84
554,15,10.43,13.38
554,16,14.29,10.78
554,17,36.00,40.04
554,18,46.00,39.10
554,19,60.29,93.18
554,20,57.14,54.79
554,21,81.14,67.99
554,22,54.86,31.97
554,23,50.14,31.96
554,24,50.71,55.84
555,1,0.00,0.00
555,2,0.00,0.00
555,3,0.29,0.49
555,4,0.14,0.38
555,5,0.43,0.53
555,6,1.00,2.24
555,7,0.71,1.11
555,8,0.43,0.79
555,9,1.00,1.41
555,10,2.57,3.78
555,11,3.00,3.79
555,12,2.43,5.13
555,13,2.71,3.77
555,14,4.00,5.54
555,15,2.57,2.07
555,16,4.86,5.34
555,17,4.86,4.56
555,18,13.57,18.24
555,19,11.43,10.61
555,20,22.29,28.18
555,21,25.86,35.37
555,22,27.00,27.18
